size,total_sqft,bath,price,site_location,bhk,price_per_sqft
3 BHK,1718.0,3.0,119.0,Vishrant Wadi,3,6926.6589057043075
2 BHK,650.0,1.0,20.0,Wagholi,2,3076.923076923077
2 BHK,1330.0,2.0,77.0,Wakadewadi,2,5789.473684210527
2 BHK,1200.0,2.0,68.0,Wanowrie,2,5666.666666666667
3 BHK,1693.0,3.0,89.0,Warje,3,5256.940342587123
2 BHK,1249.0,2.0,165.0,Yerawada,2,13210.56845476381
3 BHK,1800.0,4.0,125.0,Alandi Road,3,6944.444444444444
2 Bedroom,900.0,2.0,55.0,Ambegaon Budruk,2,6111.111111111111
2 BHK,1020.0,2.0,46.0,Anandnagar,2,4509.803921568628
3 BHK,1700.0,3.0,77.0,Aundh,3,4529.411764705882
1 BHK,661.0,1.0,40.0,Aundh Road,1,6051.437216338881
2 BHK,1280.0,2.0,60.16,Balaji Nagar,2,4700.0
5 Bedroom,1000.0,4.0,90.0,Baner,5,9000.0
2 BHK,1170.0,2.0,48.0,Baner road,2,4102.5641025641025
1 BHK,933.0,2.0,58.0,Bhandarkar Road,1,6216.505894962486
2 BHK,1150.0,2.0,44.0,Bhavani Peth,2,3826.086956521739
4 BHK,3633.0,6.0,550.0,Bibvewadi,4,15139.003578309937
3 BHK,1380.0,3.0,130.0,Bopodi,3,9420.289855072464
2 Bedroom,1050.0,2.0,64.8,Budhwar Peth,2,6171.428571428572
2 BHK,1080.0,2.0,37.8,Bund Garden Road,2,3499.9999999999995
2 BHK,1303.0,2.0,90.0,Camp,2,6907.137375287797
2 BHK,1196.0,2.0,40.54,Chandan Nagar,2,3389.632107023411
5 Bedroom,2500.0,3.0,180.0,Dapodi,5,7200.0
5 Bedroom,1200.0,4.0,95.0,Deccan Gymkhana,5,7916.666666666667
3 BHK,1250.0,3.0,41.0,Dehu Road,3,3280.0
3 BHK,1419.0,2.0,87.0,Dhankawadi,3,6131.0782241014795
2 BHK,1200.0,2.0,49.0,Dhayari Phata,2,4083.3333333333335
2 BHK,1120.0,2.0,65.0,Dhole Patil Road,2,5803.571428571428
1 BHK,762.5,1.0,45.4,Erandwane,1,5954.098360655737
2 BHK,1245.0,2.0,75.0,Fatima Nagar,2,6024.096385542169
4 Bedroom,3978.0,4.0,428.0,Fergusson College Road,4,10759.175465057819
2 BHK,1093.0,2.0,34.0,Ganesh Peth,2,3110.704483074108
2 BHK,1025.0,1.0,26.63,Ganeshkhind,2,2598.048780487805
2 BHK,1345.0,2.0,97.0,Ghorpade Peth,2,7211.8959107806695
2 Bedroom,1500.0,2.0,45.0,Ghorpadi,2,3000.0
2 BHK,1180.0,2.0,86.0,Gokhale Nagar,2,7288.135593220339
2 BHK,1020.0,2.0,48.45,Gultekdi,2,4750.0
3 BHK,1800.0,3.0,85.0,Guruwar peth,3,4722.222222222223
4 BHK,3621.0,4.0,511.0,Hadapsar,4,14112.123722728527
3 BHK,2008.0,3.0,170.0,Hadapsar Industrial Estate,3,8466.135458167331
3 BHK,1240.0,2.0,39.85,Hingne Khurd,3,3213.7096774193546
2 BHK,1020.0,2.0,55.0,Jangali Maharaj Road,2,5392.156862745098
3 BHK,2095.0,3.0,142.0,Kalyani Nagar,3,6778.042959427207
3 BHK,1362.0,3.0,62.63,Karve Nagar,3,4598.384728340676
1 BHK,694.0,1.0,30.84,Karve Road,1,4443.804034582133
2 BHK,1404.0,2.0,70.0,Kasba Peth,2,4985.754985754986
3 BHK,1192.0,2.0,47.0,Katraj,3,3942.953020134228
8 Bedroom,1850.0,12.0,300.0,Khadaki,8,16216.216216216217
4 Bedroom,1050.0,1.0,35.0,Khadki,4,3333.3333333333335
2 BHK,1259.0,2.0,67.48,Kharadi,2,5359.809372517871
2 BHK,1000.0,2.0,34.0,Kondhwa,2,3400.0
2 BHK,985.0,2.0,49.97,Kondhwa Budruk,2,5073.096446700508
1 BHK,850.0,1.0,60.0,Kondhwa Khurd,1,7058.823529411765
3 BHK,1650.0,2.0,50.0,Koregaon Park,3,3030.3030303030305
5 Bedroom,2400.0,3.0,320.0,Kothrud,5,13333.333333333334
3 BHK,1900.0,4.0,180.0,Law College Road,3,9473.684210526315
2 BHK,1367.0,2.0,86.0,Laxmi Road,2,6291.148500365764
3 BHK,1210.0,2.0,81.0,Lulla Nagar,3,6694.214876033057
2 BHK,1190.0,2.0,48.6,Mahatma Gandhi Road,2,4084.0336134453783
2 BHK,1175.0,2.0,42.0,Mangalwar peth,2,3574.468085106383
4 BHK,2800.0,4.0,400.0,Manik Bagh,4,14285.714285714286
2 BHK,1140.0,2.0,40.0,Market yard,2,3508.7719298245615
2 BHK,1095.0,2.0,33.6,Model colony,2,3068.4931506849316
1 BHK,782.0,1.0,19.55,Mukund Nagar,1,2500.0
3 BHK,1435.0,2.0,80.0,Mundhawa,3,5574.912891986062
2 BHK,725.0,2.0,36.0,Nagar Road,2,4965.517241379311
3 BHK,1600.0,2.0,88.0,Nana Peth,3,5500.0
5 Bedroom,1200.0,5.0,160.0,Narayan Peth,5,13333.333333333334
4 BHK,3205.0,4.0,300.0,Narayangaon,4,9360.374414976599
4 Bedroom,720.0,3.0,95.0,Navi Peth,4,13194.444444444445
3 BHK,1674.0,3.0,90.0,Padmavati,3,5376.344086021505
4 Bedroom,860.0,4.0,125.0,Parvati Darshan,4,14534.883720930233
2 BHK,1243.0,2.0,46.0,Pashan,2,3700.7240547063557
3 BHK,1703.0,3.0,130.0,Paud Road,3,7633.587786259542
3 BHK,1350.0,3.0,71.55,Pirangut,3,5300.0
2 BHK,1145.0,2.0,41.21,Prabhat Road,2,3599.126637554585
2 BHK,1216.0,2.0,75.0,Pune Railway Station,2,6167.763157894737
2 BHK,1100.0,3.0,60.0,Rasta Peth,2,5454.545454545455
4 BHK,2425.0,5.0,201.0,Raviwar Peth,4,8288.659793814433
4 Bedroom,2700.0,4.0,175.0,Sadashiv Peth,4,6481.481481481482
2 BHK,1196.0,2.0,40.54,Sahakar Nagar,2,3389.632107023411
3 BHK,1600.0,3.0,90.0,Salunke Vihar,3,5625.0
3 BHK,1510.0,3.0,47.57,Sasson Road,3,3150.3311258278145
4 BHK,3033.0,4.0,326.0,Satara Road,4,10748.433893834488
2 Bedroom,780.0,2.0,72.0,Senapati Bapat Road,2,9230.76923076923
2 BHK,1194.0,2.0,47.0,Shaniwar Peth,2,3936.348408710218
2 BHK,1250.0,2.0,110.0,Shivaji Nagar,2,8800.0
5 Bedroom,1480.0,4.0,169.0,Shukrawar Peth,5,11418.918918918918
4 Bedroom,1250.0,4.0,100.0,Sinhagad Road,4,8000.0
4 Bedroom,1350.0,4.0,160.0,Somwar Peth,4,11851.851851851852
1 Bedroom,620.0,2.0,48.0,Swargate,1,7741.935483870968
3 BHK,1630.0,3.0,60.65,Tilak Road,3,3720.8588957055213
2 BHK,1020.0,2.0,45.0,Uruli Devachi,2,4411.764705882353
3 BHK,1410.0,2.0,53.58,Vadgaon Budruk,3,3800.0
2 BHK,1181.7,2.0,100.0,Wadgaon Sheri,2,8462.384700008462
9 Bedroom,1200.0,8.0,270.0,Viman Nagar,9,22500.0
3 BHK,1691.0,3.0,113.0,Vishrant Wadi,3,6682.436428149024
4 Bedroom,1200.0,4.0,83.0,Wagholi,4,6916.666666666667
2 BHK,1200.0,2.0,60.0,Wakadewadi,2,5000.0
2 BHK,1050.0,2.0,50.0,Wanowrie,2,4761.9047619047615
3 BHK,1300.0,3.0,77.99,Warje,3,5999.230769230769
2 BHK,1356.0,2.0,94.84,Yerawada,2,6994.100294985251
2 BHK,1338.0,2.0,103.0,Alandi Road,2,7698.056801195815
1 BHK,500.0,1.0,20.0,Ambegaon Budruk,1,4000.0
3 BHK,1280.0,2.0,100.0,Anandnagar,3,7812.5
3 BHK,1531.0,3.0,51.77,Aundh,3,3381.4500326583934
4 BHK,11000.0,4.0,1600.0,Aundh Road,4,14545.454545454546
2 BHK,620.0,1.0,23.5,Balaji Nagar,2,3790.3225806451615
3 BHK,1605.0,2.0,65.0,Baner,3,4049.8442367601247
3 BHK,1917.0,3.0,110.0,Baner road,3,5738.132498695879
4 Bedroom,1200.0,3.0,340.0,Bhandarkar Road,4,28333.333333333332
3 BHK,2750.0,3.0,943.0,Bhavani Peth,3,34290.90909090909
3 BHK,1400.0,3.0,55.0,Bibvewadi,3,3928.5714285714284
3 BHK,2625.0,3.0,175.0,Bopodi,3,6666.666666666667
2 BHK,1100.0,2.0,55.0,Budhwar Peth,2,5000.0
3 BHK,2041.0,3.0,128.0,Bund Garden Road,3,6271.435570798628
3 BHK,2070.0,4.0,160.0,Camp,3,7729.468599033817
3 BHK,1110.0,3.0,59.0,Chandan Nagar,3,5315.315315315315
3 BHK,1650.0,3.0,110.0,Dapodi,3,6666.666666666667
4 Bedroom,3565.0,4.0,255.0,Deccan Gymkhana,4,7152.875175315568
3 BHK,1033.0,2.0,30.47,Dehu Road,3,2949.6611810261375
2 BHK,1142.0,2.0,65.0,Dhankawadi,2,5691.768826619965
3 BHK,1500.0,2.0,75.0,Dhayari Phata,3,5000.0
3 BHK,1502.0,3.0,50.0,Dhole Patil Road,3,3328.894806924101
3 BHK,1176.0,2.0,45.0,Erandwane,3,3826.530612244898
2 BHK,1063.0,2.0,32.8,Fatima Nagar,2,3085.6067732831602
2 BHK,1100.0,2.0,60.0,Fergusson College Road,2,5454.545454545455
2 Bedroom,1044.0,2.0,85.0,Ganesh Peth,2,8141.762452107279
3 Bedroom,5400.0,3.0,700.0,Ganeshkhind,3,12962.962962962964
2 BHK,1216.0,2.0,60.0,Ghorpade Peth,2,4934.210526315789
3 BHK,1425.0,3.0,55.0,Ghorpadi,3,3859.6491228070176
8 Bedroom,1200.0,8.0,150.0,Gokhale Nagar,8,12500.0
2 BHK,1345.0,2.0,108.0,Gultekdi,2,8029.739776951673
2 BHK,1248.0,2.0,130.0,Guruwar peth,2,10416.666666666666
4 Bedroom,1830.0,4.0,325.0,Hadapsar,4,17759.562841530056
2 BHK,900.0,1.0,130.0,Hadapsar Industrial Estate,2,14444.444444444445
4 Bedroom,3600.0,4.0,245.0,Hingne Khurd,4,6805.555555555556
2 BHK,1025.0,2.0,35.88,Jangali Maharaj Road,2,3500.4878048780492
2 Bedroom,840.0,1.0,99.0,Kalyani Nagar,2,11785.714285714286
3 BHK,3050.0,2.0,90.0,Karve Nagar,3,2950.8196721311474
3 BHK,1424.0,2.0,75.0,Karve Road,3,5266.853932584269
3 BHK,2500.0,3.0,268.0,Kasba Peth,3,10720.0
6 Bedroom,1200.0,6.0,230.0,Katraj,6,19166.666666666668
2 BHK,1285.0,2.0,45.0,Khadaki,2,3501.9455252918287
2 BHK,1450.0,2.0,55.99,Khadki,2,3861.3793103448274
2 BHK,1160.0,2.0,70.0,Kharadi,2,6034.482758620689
3 Bedroom,2700.0,3.0,350.0,Kondhwa,3,12962.962962962964
3 Bedroom,2000.0,2.0,95.0,Kondhwa Budruk,3,4750.0
2 BHK,1125.0,2.0,47.65,Kondhwa Khurd,2,4235.555555555556
4 Bedroom,3900.0,4.0,175.0,Koregaon Park,4,4487.179487179487
2 BHK,1133.0,2.0,38.37,Kothrud,2,3386.5842894969105
2 BHK,1240.0,2.0,60.0,Law College Road,2,4838.709677419355
3 BHK,1466.0,3.0,77.59,Laxmi Road,3,5292.633015006822
4 BHK,3870.0,4.0,411.0,Lulla Nagar,4,10620.15503875969
3 BHK,1610.0,2.0,115.0,Mahatma Gandhi Road,3,7142.857142857143
3 BHK,1220.0,3.0,56.0,Mangalwar peth,3,4590.163934426229
2 BHK,1225.0,2.0,48.0,Manik Bagh,2,3918.3673469387754
2 BHK,1300.0,2.0,54.0,Market yard,2,4153.846153846154
3 BHK,1996.0,4.0,123.0,Model colony,3,6162.324649298597
3 BHK,1320.0,2.0,55.0,Mukund Nagar,3,4166.666666666667
3 BHK,1800.0,3.0,240.0,Mundhawa,3,13333.333333333334
3 BHK,1835.0,3.0,175.0,Nagar Road,3,9536.784741144415
3 BHK,1435.0,3.0,90.0,Nana Peth,3,6271.777003484321
3 BHK,4097.0,3.0,400.0,Narayan Peth,3,9763.24139614352
3 BHK,1601.0,3.0,70.0,Narayangaon,3,4372.2673329169265
2 BHK,1257.0,2.0,93.0,Navi Peth,2,7398.568019093079
4 BHK,3596.0,5.0,260.0,Padmavati,4,7230.255839822024
2 BHK,1309.0,2.0,95.0,Parvati Darshan,2,7257.448433919022
2 Bedroom,1362.0,2.0,100.0,Pashan,2,7342.143906020558
2 BHK,1115.0,2.0,55.0,Paud Road,2,4932.735426008969
3 BHK,1870.0,3.0,90.0,Pirangut,3,4812.834224598931
2 BHK,1322.0,2.0,61.99,Prabhat Road,2,4689.10741301059
3 BHK,1450.0,2.0,65.0,Pune Railway Station,3,4482.758620689655
2 BHK,1185.0,2.0,67.0,Rasta Peth,2,5654.008438818565
3 BHK,1790.0,3.0,120.0,Raviwar Peth,3,6703.91061452514
3 Bedroom,3450.0,4.0,208.0,Sadashiv Peth,3,6028.985507246377
2 BHK,1050.0,2.0,52.5,Sahakar Nagar,2,5000.0
1 BHK,693.0,1.0,27.375,Salunke Vihar,1,3950.21645021645
4 Bedroom,5400.0,4.0,750.0,Sasson Road,4,13888.888888888889
1 BHK,775.0,1.0,39.0,Satara Road,1,5032.258064516129
2 BHK,1000.0,2.0,48.0,Senapati Bapat Road,2,4800.0
2 BHK,1183.0,2.0,77.25,Shaniwar Peth,2,6530.0084530853765
3 BHK,1282.0,3.0,178.0,Shivaji Nagar,3,13884.555382215289
1 BHK,425.0,1.0,15.0,Shukrawar Peth,1,3529.4117647058824
2 BHK,820.0,2.0,30.0,Sinhagad Road,2,3658.5365853658536
4 BHK,2230.0,4.0,792.0,Somwar Peth,4,35515.695067264576
2 BHK,1200.0,2.0,52.0,Swargate,2,4333.333333333333
2 BHK,1151.0,2.0,43.6,Tilak Road,2,3788.010425716768
3 BHK,1320.0,2.0,59.0,Uruli Devachi,3,4469.69696969697
3 BHK,1450.0,3.0,68.0,Vadgaon Budruk,3,4689.6551724137935
3 BHK,1270.0,2.0,50.79,Wadgaon Sheri,3,3999.212598425197
3 BHK,1847.0,3.0,123.0,Viman Nagar,3,6659.447753113156
1 BHK,1020.0,2.0,49.87,Vishrant Wadi,1,4889.21568627451
3 BHK,1650.0,3.0,95.0,Wagholi,3,5757.575757575758
4 BHK,2380.0,4.0,242.0,Wakadewadi,4,10168.067226890757
3 BHK,2400.0,2.0,78.0,Wanowrie,3,3250.0
2 BHK,1160.0,2.0,44.0,Warje,2,3793.103448275862
4 BHK,2805.0,4.0,154.0,Yerawada,4,5490.196078431372
3 BHK,1360.0,3.0,47.6,Alandi Road,3,3500.0
2 BHK,1089.0,2.0,49.0,Ambegaon Budruk,2,4499.540863177227
2 BHK,1115.0,2.0,60.0,Anandnagar,2,5381.165919282511
2 BHK,1215.0,2.0,45.0,Aundh,2,3703.703703703704
2 BHK,1194.0,2.0,51.0,Aundh Road,2,4271.356783919598
3 BHK,1536.0,3.0,104.0,Balaji Nagar,3,6770.833333333333
2 BHK,1255.0,2.0,55.5,Baner,2,4422.310756972111
3 BHK,1571.0,3.0,83.0,Baner road,3,5283.259070655633
2 Bedroom,900.0,1.0,70.0,Bhandarkar Road,2,7777.777777777777
2 BHK,1517.0,2.0,125.0,Bhavani Peth,2,8239.947264337508
1 BHK,664.0,1.0,35.4,Bibvewadi,1,5331.325301204819
2 BHK,1230.0,2.0,58.0,Bopodi,2,4715.447154471544
2 BHK,1340.0,2.0,72.0,Budhwar Peth,2,5373.134328358209
2 BHK,1175.0,2.0,29.38,Bund Garden Road,2,2500.425531914894
4 Bedroom,3569.0,4.0,600.0,Camp,4,16811.43177360605
2 BHK,1240.0,2.0,43.1,Chandan Nagar,2,3475.8064516129034
3 BHK,1470.0,2.0,44.1,Deccan Gymkhana,3,3000.0
3 BHK,1680.0,3.0,117.0,Dhankawadi,3,6964.285714285715
2 BHK,1000.0,2.0,35.0,Dhayari Phata,2,3500.0
2 BHK,1071.0,2.0,51.0,Dhole Patil Road,2,4761.9047619047615
3 BHK,1512.0,3.0,80.0,Erandwane,3,5291.005291005291
4 BHK,3435.0,2.0,341.0,Fatima Nagar,4,9927.21979621543
3 BHK,3144.0,3.0,455.0,Fergusson College Road,3,14472.010178117049
2 BHK,1190.0,2.0,60.0,Ganesh Peth,2,5042.016806722689
3 BHK,1550.0,2.0,80.0,Ganeshkhind,3,5161.290322580645
2 BHK,1283.0,2.0,63.22,Ghorpade Peth,2,4927.5136399064695
2 BHK,1325.0,2.0,73.0,Ghorpadi,2,5509.433962264151
2 BHK,1105.0,2.0,35.36,Gokhale Nagar,2,3200.0
3 BHK,1600.0,3.0,74.5,Gultekdi,3,4656.25
4 Bedroom,400.0,2.0,35.0,Guruwar peth,4,8750.0
2 BHK,1100.0,2.0,44.55,Hadapsar Industrial Estate,2,4050.0
3 BHK,2099.0,3.0,147.0,Hingne Khurd,3,7003.334921391139
3 BHK,1365.0,2.0,72.0,Jangali Maharaj Road,3,5274.725274725275
2 BHK,1485.0,3.0,132.0,Kalyani Nagar,2,8888.888888888889
2 BHK,1250.0,2.0,55.0,Karve Nagar,2,4400.0
3 BHK,1290.0,2.0,56.12,Karve Road,3,4350.387596899225
2 BHK,1170.0,2.0,46.79,Kasba Peth,2,3999.1452991452993
2 BHK,1328.0,2.0,91.06,Katraj,2,6856.9277108433735
2 BHK,1232.0,2.0,87.0,Khadaki,2,7061.688311688312
2 BHK,1180.0,2.0,88.5,Khadki,2,7500.0
3 BHK,1350.0,3.0,66.0,Kharadi,3,4888.888888888889
4 BHK,3602.0,4.0,280.0,Kondhwa,4,7773.459189339256
4 BHK,2400.0,4.0,145.0,Kondhwa Budruk,4,6041.666666666667
2 BHK,1020.0,2.0,32.0,Kondhwa Khurd,2,3137.2549019607845
3 BHK,1410.0,2.0,49.34,Koregaon Park,3,3499.290780141844
3 BHK,2159.0,3.0,120.0,Kothrud,3,5558.12876331635
3 BHK,1200.0,2.0,66.0,Laxmi Road,3,5500.0
2 BHK,1255.0,2.0,57.5,Lulla Nagar,2,4581.673306772908
2 BHK,1074.0,2.0,42.79,Mahatma Gandhi Road,2,3984.171322160149
3 Bedroom,1200.0,3.0,72.0,Mangalwar peth,3,6000.0
3 BHK,1170.0,2.0,35.41,Manik Bagh,3,3026.495726495726
1 BHK,728.5,1.0,31.315,Market yard,1,4298.558682223747
3 BHK,1660.0,2.0,100.0,Model colony,3,6024.096385542169
5 Bedroom,900.0,6.0,95.0,Mukund Nagar,5,10555.555555555555
6 Bedroom,1850.0,3.0,175.0,Mundhawa,6,9459.45945945946
1 Bedroom,510.0,1.0,34.0,Nagar Road,1,6666.666666666667
3 BHK,1601.0,3.0,95.0,Nana Peth,3,5933.791380387258
2 BHK,952.0,2.0,42.0,Narayan Peth,2,4411.764705882353
2 BHK,1166.0,2.0,65.0,Narayangaon,2,5574.614065180103
3 BHK,2700.0,2.0,260.0,Navi Peth,3,9629.62962962963
4 Bedroom,1900.0,3.0,97.0,Padmavati,4,5105.263157894737
3 Bedroom,1350.0,2.0,175.0,Parvati Darshan,3,12962.962962962964
3 BHK,1520.0,2.0,96.0,Pashan,3,6315.789473684211
4 Bedroom,2100.0,6.0,100.0,Paud Road,4,4761.9047619047615
2 BHK,1175.0,2.0,50.0,Pirangut,2,4255.31914893617
2 BHK,1432.0,2.0,68.0,Prabhat Road,2,4748.6033519553075
2 BHK,1005.0,2.0,39.77,Pune Railway Station,2,3957.213930348259
2 BHK,1309.0,2.0,80.0,Rasta Peth,2,6111.535523300229
3 BHK,2251.0,4.0,370.0,Raviwar Peth,3,16437.139049311416
2 BHK,1050.0,2.0,77.0,Sadashiv Peth,2,7333.333333333333
3 BHK,1100.0,3.0,53.0,Sahakar Nagar,3,4818.181818181818
3 Bedroom,2400.0,3.0,310.0,Salunke Vihar,3,12916.666666666666
3 BHK,1565.0,2.0,56.34,Sasson Road,3,3600.0
2 BHK,940.0,2.0,56.0,Satara Road,2,5957.446808510638
2 BHK,1015.0,2.0,40.1,Senapati Bapat Road,2,3950.7389162561576
3 Bedroom,2400.0,2.0,360.0,Shaniwar Peth,3,15000.0
3 BHK,1652.0,3.0,110.0,Shivaji Nagar,3,6658.595641646489
2 BHK,1100.0,2.0,52.0,Shukrawar Peth,2,4727.272727272727
4 BHK,2340.0,4.0,145.0,Sinhagad Road,4,6196.581196581196
2 BHK,1084.0,2.0,179.0,Somwar Peth,2,16512.91512915129
2 Bedroom,1200.0,1.0,81.0,Swargate,2,6750.0
3 BHK,1400.0,3.0,69.0,Tilak Road,3,4928.571428571428
4 Bedroom,2400.0,5.0,320.0,Uruli Devachi,4,13333.333333333334
2 BHK,1020.0,2.0,27.43,Vadgaon Budruk,2,2689.2156862745096
2 BHK,1267.0,2.0,90.33,Wadgaon Sheri,2,7129.439621152328
4 BHK,2439.0,4.0,185.0,Viman Nagar,4,7585.075850758508
3 BHK,1645.0,3.0,95.0,Vishrant Wadi,3,5775.075987841945
3 BHK,1100.0,2.0,75.0,Wagholi,3,6818.181818181818
3 BHK,1320.0,2.0,38.12,Wakadewadi,3,2887.8787878787875
2 BHK,1000.0,2.0,29.7,Wanowrie,2,2970.0
4 Bedroom,5000.0,5.0,550.0,Warje,4,11000.0
6 Bedroom,2500.0,6.0,58.0,Yerawada,6,2320.0
2 Bedroom,2480.0,2.0,160.0,Alandi Road,2,6451.612903225807
2 BHK,1086.0,2.0,44.5,Ambegaon Budruk,2,4097.605893186003
1 BHK,416.0,1.0,18.0,Anandnagar,1,4326.923076923077
2 BHK,1066.0,2.0,52.23,Aundh,2,4899.624765478424
3 BHK,1730.0,3.0,93.0,Aundh Road,3,5375.722543352601
2 BHK,1205.0,2.0,63.86,Balaji Nagar,2,5299.585062240664
4 BHK,2500.0,5.0,175.0,Baner,4,7000.0
2 BHK,960.0,2.0,55.0,Baner road,2,5729.166666666667
3 BHK,1510.0,3.0,83.05,Bhandarkar Road,3,5500.0
4 Bedroom,1600.0,4.0,90.0,Bhavani Peth,4,5625.0
3 Bedroom,2300.0,3.0,142.0,Bibvewadi,3,6173.913043478261
2 BHK,1000.0,2.0,63.0,Bopodi,2,6300.0
2 BHK,1160.0,2.0,46.39,Budhwar Peth,2,3999.137931034483
3 BHK,1553.0,2.0,58.23,Bund Garden Road,3,3749.5170637475853
4 BHK,3436.0,5.0,345.0,Camp,4,10040.745052386495
2 BHK,1134.0,2.0,45.0,Chandan Nagar,2,3968.253968253968
4 Bedroom,600.0,4.0,80.0,Dapodi,4,13333.333333333334
5 Bedroom,2400.0,3.0,80.0,Deccan Gymkhana,5,3333.3333333333335
4 Bedroom,2400.0,4.0,143.0,Dehu Road,4,5958.333333333333
2 BHK,1350.0,2.0,65.0,Dhankawadi,2,4814.814814814815
2 BHK,1032.0,2.0,42.0,Dhayari Phata,2,4069.767441860465
3 BHK,1998.0,3.0,117.0,Dhole Patil Road,3,5855.855855855856
2 BHK,1225.0,2.0,48.0,Erandwane,2,3918.3673469387754
2 BHK,1262.0,2.0,67.0,Fatima Nagar,2,5309.033280507131
3 BHK,1842.0,3.0,115.0,Fergusson College Road,3,6243.213897937025
2 BHK,1300.0,2.0,60.0,Ganesh Peth,2,4615.384615384615
2 BHK,1070.0,2.0,38.6,Ganeshkhind,2,3607.4766355140187
2 BHK,950.0,2.0,33.0,Ghorpade Peth,2,3473.684210526316
2 BHK,1012.0,2.0,53.58,Ghorpadi,2,5294.466403162055
2 Bedroom,1000.0,2.0,70.0,Gokhale Nagar,2,7000.0
2 BHK,1394.0,2.0,56.0,Gultekdi,2,4017.2166427546626
3 BHK,1450.0,2.0,85.0,Guruwar peth,3,5862.068965517241
1 RK,527.0,1.0,35.0,Hadapsar,1,6641.366223908918
3 BHK,1693.0,3.0,125.0,Hadapsar Industrial Estate,3,7383.343177790904
4 BHK,3122.0,6.0,235.0,Hingne Khurd,4,7527.226137091608
2 BHK,1000.0,2.0,46.0,Jangali Maharaj Road,2,4600.0
2 BHK,952.0,2.0,49.0,Kalyani Nagar,2,5147.058823529412
3 BHK,2050.0,4.0,270.0,Karve Nagar,3,13170.731707317073
1 BHK,1200.0,1.0,14.0,Karve Road,1,1166.6666666666667
3 BHK,1410.0,2.0,64.0,Kasba Peth,3,4539.007092198582
2 BHK,1400.0,2.0,108.0,Katraj,2,7714.285714285715
4 Bedroom,3056.0,5.0,100.0,Khadaki,4,3272.251308900524
3 BHK,1826.0,3.0,125.0,Khadki,3,6845.564074479737
3 BHK,1689.0,3.0,103.0,Kharadi,3,6098.283007696862
3 BHK,1075.0,2.0,31.0,Kondhwa,3,2883.720930232558
5 BHK,2500.0,4.0,1400.0,Kondhwa Budruk,5,56000.0
2 BHK,960.0,2.0,48.0,Kondhwa Khurd,2,5000.0
2 BHK,808.0,2.0,40.0,Koregaon Park,2,4950.495049504951
2 BHK,907.0,2.0,38.5,Kothrud,2,4244.7629547960305
2 BHK,1300.0,2.0,55.0,Law College Road,2,4230.7692307692305
3 BHK,1804.0,3.0,150.0,Laxmi Road,3,8314.855875831485
3 BHK,1350.0,3.0,81.0,Lulla Nagar,3,6000.0
3 BHK,1836.0,3.0,125.0,Mahatma Gandhi Road,3,6808.278867102396
2 BHK,826.0,2.0,36.0,Mangalwar peth,2,4358.353510895884
2 BHK,1200.0,2.0,68.0,Manik Bagh,2,5666.666666666667
4 BHK,3000.0,3.0,300.0,Market yard,4,10000.0
4 Bedroom,2400.0,4.0,405.0,Model colony,4,16875.0
2 BHK,1460.0,2.0,80.0,Mukund Nagar,2,5479.45205479452
4 Bedroom,1200.0,4.0,140.0,Mundhawa,4,11666.666666666666
2 BHK,965.0,2.0,56.0,Nagar Road,2,5803.108808290155
4 Bedroom,2000.0,4.0,95.0,Nana Peth,4,4750.0
3 BHK,1395.0,2.0,70.0,Narayan Peth,3,5017.921146953405
3 BHK,1660.0,3.0,116.0,Narayangaon,3,6987.951807228916
2 BHK,935.0,2.0,35.0,Navi Peth,2,3743.3155080213905
2 BHK,1180.0,2.0,39.0,Padmavati,2,3305.084745762712
2 BHK,1090.0,2.0,31.48,Parvati Darshan,2,2888.0733944954127
2 BHK,1204.0,2.0,82.0,Pashan,2,6810.631229235881
3 BHK,2072.0,4.0,153.0,Paud Road,3,7384.169884169884
2 BHK,1056.0,2.0,65.0,Pirangut,2,6155.30303030303
2 BHK,985.0,2.0,62.0,Prabhat Road,2,6294.416243654822
3 BHK,1315.0,2.0,49.0,Pune Railway Station,3,3726.235741444867
2 BHK,734.0,2.0,22.0,Rasta Peth,2,2997.275204359673
4 Bedroom,2900.0,4.0,200.0,Raviwar Peth,4,6896.551724137931
3 BHK,2317.0,4.0,140.0,Sadashiv Peth,3,6042.296072507553
1 Bedroom,600.0,1.0,45.0,Sahakar Nagar,1,7500.0
4 Bedroom,2200.0,3.0,115.0,Salunke Vihar,4,5227.272727272727
2 BHK,656.0,2.0,25.0,Sasson Road,2,3810.9756097560976
1 BHK,400.0,1.0,11.5,Satara Road,1,2875.0
1 BHK,666.0,1.0,36.8,Senapati Bapat Road,1,5525.525525525525
4 Bedroom,3293.0,5.0,425.0,Shaniwar Peth,4,12906.16459155785
2 BHK,1174.0,2.0,47.0,Shivaji Nagar,2,4003.4071550255535
2 BHK,1153.0,2.0,56.7,Shukrawar Peth,2,4917.606244579359
4 Bedroom,1000.0,4.0,90.0,Sinhagad Road,4,9000.0
5 BHK,2400.0,5.0,85.0,Somwar Peth,5,3541.6666666666665
2 BHK,957.0,2.0,47.0,Swargate,2,4911.180773249739
2 BHK,910.0,2.0,160.0,Tilak Road,2,17582.417582417584
2 BHK,1060.0,2.0,50.0,Uruli Devachi,2,4716.981132075472
2 BHK,1000.0,2.0,50.0,Vadgaon Budruk,2,5000.0
